dt,"time",device_name,house_number,user_id,country_code,program_title,season,season_episode,genre,product_type
2018-10-01,14:59:28,chromecast,20507580,kRBx40wvybVuj0dFFPjKvoCvwjEvb5ty,dk,Sunny Bunnies,2,S02E15,Series Kids,svod
2018-10-01,15:37:21,lg2017xdk,V36130,kRBx40wvybVuj0dFFPjKvoCvwjEvb5ty,dk,Unforgettable,3,S03E11,Series Other,svod
2018-10-01,17:43:45,lg2016xdk,20274225,5JrtJqjQaPnkMsr_kP3RHCD2UxK8u_aM,fi,PAW Patrol,2,S02E05,Series Kids,svod
2018-10-01,08:40:22,lg2016xdk,20197479,5JrtJqjQaPnkMsr_kP3RHCD2UxK8u_aM,fi,PAW Patrol,1,S01E17,Series Kids,svod
2018-10-01,15:47:41,pcdash,20271590,g_Ny5VwI5geU5TDDm96mrOr71AwoFGnv,dk,Familien fra Bryggen,9,S09E04,Own Production,svod
2018-10-01,07:03:03,androiddash,V11088,17A75971341EAF4E,se,Unforgettable,2,S02E02,Series Other,svod
2018-10-01,15:30:19,ios,20437636,cZ1tgRbePlSw8lzb3V7I2zt7hN3U2WIo,dk,Game Shakers,1,S01E18,Series Kids,svod
2018-10-01,05:28:46,pcdash,20512758,g2dpLa6hsUBxEW0LYLtKKfjzrCmcrrqC,no,Beyond,1,S01E06,Series Other,svod
2018-10-01,14:47:47,pcdash,20512764,g2dpLa6hsUBxEW0LYLtKKfjzrCmcrrqC,no,Beyond,2,S02E01,Series Other,svod
2018-10-01,13:40:06,atv,20274376,0177CCFB194137A7,se,Henry Danger,1,S01E26,Series Kids,svod
2018-10-01,17:24:25,ios,20478534,047E5E2688FCE8F5,se,Lego Chima,2,S02E16,Series Kids,svod
2018-10-01,20:50:53,samsung2015xdk,0046201810012005,zZuxjrQP818kWbARAgaQztObnWVW3a2i,se,I heroinets spår,"","",Other,svod
2018-10-01,00:06:51,ps4xdk,S84100,KHGcDQ5XXPb4LVmWZ0mib8SfHJQtuZBW,dk,Bones,6,S06E13,Series Other,svod
2018-10-01,10:24:34,ios,20345372,eOSMouGJW9HQGK6RhorXFg7Z5Q7y7B0o,no,Poketto Monsutā,15,S15E31,Series Kids,svod
2018-10-01,12:44:02,samsung2017xdk,20523489,EOBzZakMzUQxCMMO6MyOXETHjMV2P1WM,se,Postman Pat: Special Delivery Service,1,S01E04,Series Kids,svod
2018-10-01,10:57:00,ios,20505415,8IgKrVyuAYE9wP_ueT3IL32HwnqlLxS_,no,Love Island Norge,1,S01E32,Own Production,svod
2018-10-01,20:05:19,lg2016xdk,20501983,Vnt3Vm8CKaNnHLPTt_SbwDhR0D0VSA6f,se,Paradise Hotel Sverige,9,S09E13,Own Production,svod
2018-10-01,18:13:46,samsung2017xdk,20316823,mGloPyFqTFVV9ARc0rdLwIkPRt5qabMx,dk,The Affair,3,S03E03,Series Other,svod
2018-10-01,19:18:01,pcdash,20401158,jAUOu7ecv9k_oRJY833D4kuEdFY65_Q6,se,Prison Break,1,S01E17,Series Other,svod
2018-10-01,06:55:14,ios,20507967,oAEJym8ujT3sh6_34IaXYvC3nLs4jxLc,se,Svenska Hollywoodfruar,12,S12E04,Own Production,svod
2018-10-01,20:51:34,ios,20437782,F0D7837DD751CCE4,dk,SpongeBob SquarePants,9,S09E20,Series Kids,svod
2018-10-01,20:53:28,androiddash,20538239,A0bOYnnDwjiA_Zdtwq76bdhGx9jz8Vix,no,NFL Live,2015,"",Sports,svod
2018-10-01,17:16:04,samsung2015xdk,20484758,m3yM87_ChIgkao7_DxbEIqJHCqh0DDSW,dk,S.W.A.T.,1,S01E14,Series Other,svod
2018-10-01,08:39:48,lg2017xdk,0280201810010810,7uSLQ_qAQjWWn_afQGf7rrMZNQdsDRs8,no,Days of Our Lives,"","",Other,svod
2018-10-01,16:26:21,atv,20492101,tszlSVdlASPtFfhtKBquvAYwFa8zJjk_,no,UFC Unleashed,13,"",Sports,svod
2018-10-01,16:20:54,samsung2015xdk,V44563,rZ4krpT6S9mykpyPSk5_R1JS8rPaHtkA,se,Dora the Explorer,4,S04E09,Series Kids,svod
2018-10-01,20:20:57,samsung2018xdk,10021521,vq1w1CuuFuesWPv6GdQVWOB33PHgWqv4,dk,Vikings,3,S03E07,Series Other,svod
2018-10-01,12:55:30,pcdash,V00089,B3157657B04F7D5E,no,Sunshine,"","",Movies Other,svod
2018-10-01,09:32:20,chromecast,20501976,8AF11070A82F14CE,se,Paradise Hotel Sverige,9,S09E06,Own Production,svod
2018-10-01,15:48:02,pchls,20519560,OitBMPyUZb6bv_H8liqeKTw1UMkEWNm9,dk,Til Middag Hos,8,S08E08,Own Production,svod
2018-10-01,16:01:34,chromecast,20501983,GdA8WB0b6q9kTS6CBu5UT6wvlzn7FdeP,se,Paradise Hotel Sverige,9,S09E13,Own Production,svod
2018-10-01,07:10:03,ps4xdk,V41137,6Bz_jnFl2keWxNrLq7whG58YTH_4ADSW,no,The Walking Dead,3,S03E07,Series Other,svod
2018-10-01,14:35:37,atv,20505248,23AE47F8DBF88A86,dk,Peppa Pig,4,S04E22,Series Kids,svod
2018-10-01,14:25:23,atv,20505246,23AE47F8DBF88A86,dk,Peppa Pig,4,S04E20,Series Kids,svod
2018-10-01,18:00:21,pcdash,20343616,Ht8M0_qgp1EHjwlO43bS2pU7JHgzP9_T,no,Svartsjön,1,S01E01,Series Other,svod
2018-10-01,15:53:41,samsung2013xdk,20500324,GMljmUytI2AK2SZkd_YuRBFF6T_CZPcY,se,Unga Mammor,4,S04E17,Own Production,svod
2018-10-01,15:14:44,pcdash,20519544,CF2208A7F5EA097F,dk,Robinson Ekspeditionen,20,S20E06,Own Production,svod
2018-10-01,05:12:01,samsung2012xdk,20471972,Veo2UUDXN_BqyJTFXox_MSRqtM6EXeJG,dk,Coco,"","",Movies Kids,svod
2018-10-01,11:32:15,pcdash,V27353,AS_jK_o79BVsNnrMVk_214L_DloIStQL,dk,Scrubs,7,S07E01,Series Other,svod
2018-10-01,09:21:04,pcdash,V27348,AS_jK_o79BVsNnrMVk_214L_DloIStQL,dk,Scrubs,6,S06E18,Series Other,svod
2018-10-01,20:42:02,atv,S84216,2RI4MP0rmdIph2_bg4LGYSdqXs4CWfKI,se,Family Guy,10,S10E09,Series Other,svod
2018-10-01,19:25:14,ps4xdk,20519544,u1u8q56l6rSaIgfCkKXtrWAMKl3ho5pU,dk,Robinson Ekspeditionen,20,S20E06,Own Production,svod
2018-10-01,17:56:18,ios,20468612,xyvNX8uTrrXhePnaC8qOGityRLGJavoc,se,The Good Doctor,1,S01E01,Series Other,svod
2018-10-01,10:42:34,pcdash,20263032,d2nus6tEa0UdltTfZSaoRXqI__jfL_x_,se,Vår tid är nu,1,S01E05,Series Other,svod
2018-10-01,01:04:41,pchls,20292414,ucxlWrWYB7ZL5AImkk11FGyuncogwf_J,se,Scrubs,1,S01E14,Series Other,svod
2018-10-01,02:35:35,pchls,20292418,ucxlWrWYB7ZL5AImkk11FGyuncogwf_J,se,Scrubs,1,S01E18,Series Other,svod
2018-10-01,15:02:13,samsung2015xdk,20209058,20C7ZDBfJDEU3csulq4ECKS99ybVCdzr,se,South Park,8,S08E13,Series Other,svod
2018-10-01,09:58:00,samsung2015xdk,20209048,20C7ZDBfJDEU3csulq4ECKS99ybVCdzr,se,South Park,8,S08E02,Series Other,svod
2018-10-01,12:50:55,ps4xdk,20483339,D65044890A032558,dk,The Dark Tower,"","",Movies Other,svod
2018-10-01,07:28:30,chromecast,20236851,7242EF65F5928A58,dk,Peppa Pig,1,S01E20,Series Kids,svod
2018-10-01,06:40:19,chromecast,20236840,7242EF65F5928A58,dk,Peppa Pig,1,S01E09,Series Kids,svod
2018-10-01,18:34:33,atv,20302630,EtrNEIP1vGqIT5Z9QmHXMYt5AI2myXrH,se,The Affair,2,S02E02,Series Other,svod
2018-10-01,08:24:43,atv,20487549,VfqQdsn60O_wMZiPJKOiuplzsIb_XH4j,se,Doc McStuffins,2,S02E05,Series Kids,svod
2018-10-01,05:21:57,atv,20328024,6Z1kZT78ZzWauTiCmzkMClocjLTwD_zs,dk,PAW Patrol,3,S03E14,Series Kids,svod
2018-10-01,12:18:12,ios,20495441,cvHWseUh0SbnGNg_myz_9V5Jo5ze7SZc,dk,Brad's Status,"","",Movies Other,svod
2018-10-01,09:37:14,ios,20379925,HyWqyAKgPIGtkazkk1jq7KWUVYhWc2Ae,dk,Luksusfælden,18,S18E04,Own Production,svod
2018-10-01,18:19:05,pcdash,20501983,jRexW1JPb6CyS1q_b9joQcaVpeAeCTkQ,se,Paradise Hotel Sverige,9,S09E13,Own Production,svod
2018-10-01,08:03:53,atv,20274583,LcyvL2FFec1Fo1kR4npnHjzn7bo33Y8P,dk,Dora the Explorer,8,S08E07,Series Kids,svod
2018-10-01,17:03:29,atv,20274590,LcyvL2FFec1Fo1kR4npnHjzn7bo33Y8P,dk,Dora the Explorer,8,S08E14,Series Kids,svod
2018-10-01,23:54:44,samsung2017xdk,20492219,I_EkK5DD8wU7cAF6EXZN5E_RISiuRTtl,no,Thank You for Your Service,"","",Movies Other,svod
2018-10-01,04:19:00,ios,20437742,34pGzDSK5IzJxZBMhbQRlA9SaGuiBBlS,se,The Thundermans,3,S03E07,Series Kids,svod
2018-10-01,14:35:00,ios,20382121,EED04705270ACD44,dk,Glee,4,S04E15,Series Other,svod
2018-10-01,14:53:20,ios,20382123,EED04705270ACD44,dk,Glee,4,S04E17,Series Other,svod
2018-10-01,11:37:00,ios,20463862,25C832CB2CE60949,no,Serialized,"","",Movies Other,svod
2018-10-01,18:33:56,ps4xdk,20347935,594061A45743D8E7,dk,Blindspot,1,S01E10,Series Other,svod
2018-10-01,17:17:30,atv,20347933,594061A45743D8E7,dk,Blindspot,1,S01E08,Series Other,svod
2018-10-01,18:09:47,lg2016xdk,20248478,ZSjW7AhOb4KuwrJ6yjruToU_F39LcyQ_,dk,Blaze and the Monster Machines,1,S01E01,Series Kids,svod
2018-10-01,17:57:43,pcdash,20507966,M3SEKwv4zN1RV8tNjMvD83IauOq7EpU7,se,Svenska Hollywoodfruar,12,S12E03,Own Production,svod
2018-10-01,07:47:00,samsung2015xdk,20227065,V0B6zVL9tikbRIk4DusLtZshKua_AXUB,dk,Tinker Bell and the Great Fairy Rescue,"","",Movies Kids,svod
2018-10-01,09:48:40,chromecast,20337886,eRD4H_x5V2hjzXc_HiQl_VarKs2OBVoN,se,Shimmer and Shine,1,S01E15,Series Kids,svod
2018-10-01,13:54:08,chromecast,20481563,eRD4H_x5V2hjzXc_HiQl_VarKs2OBVoN,se,Shimmer and Shine,2,S02E06,Series Kids,svod
2018-10-01,12:02:32,chromecast,20481558,eRD4H_x5V2hjzXc_HiQl_VarKs2OBVoN,se,Shimmer and Shine,2,S02E01,Series Kids,svod
2018-10-01,12:43:37,ios,20274372,D1ZuEUMPYV5PpyuiYaKc9RwATs3t5v_M,no,Henry Danger,1,S01E22,Series Kids,svod
2018-10-01,15:39:00,chromecast,20274232,T_KTdtys3wvPtHKrBgWlRvXAl93UcJ6G,se,PAW Patrol,2,S02E12,Series Kids,svod
2018-10-01,10:33:21,androiddash,20274221,T_KTdtys3wvPtHKrBgWlRvXAl93UcJ6G,se,PAW Patrol,2,S02E01,Series Kids,svod
2018-10-01,14:21:02,chromecast,20274229,T_KTdtys3wvPtHKrBgWlRvXAl93UcJ6G,se,PAW Patrol,2,S02E09,Series Kids,svod
2018-10-01,13:32:20,ios,V11020,t_ipvsXVSyAk5SnaMDucKvQpz34_96lc,se,The Blacklist,1,S01E20,Series Other,svod
2018-10-01,08:33:13,pchls,20429469,B4CfNR6zSAQTH5U4qGQhPN_t209YQ4YJ,dk,The Fosters,4,S04E08,Series Other,svod
2018-10-01,20:37:37,ios,20200587,ldM0cDaSQeupSY7Iq7Ph9sdlmcJRaTDP,no,The Blacklist,3,S03E10,Series Other,svod
2018-10-01,08:39:21,pcdash,20526184,UlcHJk2cLiP_V4lfUYZiacHSg5_gwWkA,fi,King of the Hill,7,S07E02,Series Other,svod
2018-10-01,12:28:59,androiddash,20526189,UlcHJk2cLiP_V4lfUYZiacHSg5_gwWkA,fi,King of the Hill,7,S07E07,Series Other,svod
2018-10-01,00:19:02,ps4xdk,20414093,NIgU8vAhIwkSzm_n3nCJMiJxze9quVu7,fi,Last Man Standing,4,S04E17,Series Other,svod
2018-10-01,07:34:25,ps4xdk,20409249,NIgU8vAhIwkSzm_n3nCJMiJxze9quVu7,fi,Last Man Standing,5,S05E16,Series Other,svod
2018-10-01,14:08:58,ps4xdk,20501508,NIgU8vAhIwkSzm_n3nCJMiJxze9quVu7,fi,Last Man Standing,6,S06E13,Series Other,svod
2018-10-01,06:32:07,ps4xdk,20409246,NIgU8vAhIwkSzm_n3nCJMiJxze9quVu7,fi,Last Man Standing,5,S05E13,Series Other,svod
2018-10-01,09:18:21,ps4xdk,20409254,NIgU8vAhIwkSzm_n3nCJMiJxze9quVu7,fi,Last Man Standing,5,S05E21,Series Other,svod
2018-10-01,16:20:50,androiddash,20478566,B906ADB27C2BA36D,dk,Masha i Medved,1,S01E10,Series Kids,svod
2018-10-01,08:12:35,samsung2017xdk,20494385,o6_at7cx_QjA_O0p_STaxIPahbZ1wrDV,dk,American Dad,12,S12E03,Series Other,svod
2018-10-01,07:11:52,samsung2017xdk,20381016,o6_at7cx_QjA_O0p_STaxIPahbZ1wrDV,dk,American Dad,11,S11E18,Series Other,svod
2018-10-01,04:29:59,samsung2017xdk,20381008,o6_at7cx_QjA_O0p_STaxIPahbZ1wrDV,dk,American Dad,11,S11E10,Series Other,svod
2018-10-01,06:31:21,samsung2017xdk,20381014,o6_at7cx_QjA_O0p_STaxIPahbZ1wrDV,dk,American Dad,11,S11E16,Series Other,svod
2018-10-01,20:26:34,pcdashpr,20505415,abKchQyDROlzUSLawEZM_00xxoZ0gUxG,no,Love Island Norge,1,S01E32,Own Production,svod
2018-10-01,09:24:48,chromecast,20350619,ZpuabktW8r7VujIE529Y4tdRi_rCI_fL,dk,Outlander,3,S03E09,Series Other,svod
2018-10-01,15:43:10,chromecast,20471972,TeCjEhhluUBdm7Ixj0apFeaROd7MQDXE,dk,Coco,"","",Movies Kids,svod
2018-10-01,13:00:12,androiddash,20451066,qI_yMkQcDRZZIZJz_QU_FOsjc_mru_Fj,fi,Empire,4,S04E05,Series Other,svod
2018-10-01,05:40:06,samsung2017xdk,V23801,wn5IIVSJWzxzi0SJfqEc9QaD2msOumFX,se,The Walking Dead,5,S05E16,Series Other,svod
2018-10-01,03:55:06,chromecast,20328018,iEFMJoTLB9VP_THwLlcN3roHEwW2ohxd,dk,PAW Patrol,3,S03E08,Series Kids,svod
2018-10-01,18:58:00,samsung2012xdk,0155201810010900,3dUXV1QIGBU3I8VP6YWoCgCA8hzeoVhF,se,The History of Comedy,"","",Other,svod
2018-10-01,18:33:21,pcdashpr,20378118,PNGZ1DDUaeIkLMQgYlIuntCBFBhWMf0q,se,American Dad,1,S01E04,Series Other,svod
2018-10-01,19:35:28,pcdashpr,20378121,PNGZ1DDUaeIkLMQgYlIuntCBFBhWMf0q,se,American Dad,1,S01E07,Series Other,svod
2018-10-01,20:30:01,ios,20310277,sxwX1Zv43FoDDRa7hE8sG0ikuOJBSl87,fi,The Fosters,3,S03E17,Series Other,svod
2018-10-01,19:06:24,pcdash,20455638,sxwX1Zv43FoDDRa7hE8sG0ikuOJBSl87,fi,The Blacklist,5,S05E17,Series Other,svod
2018-10-01,14:52:32,atv,20468420,naqPLpEuTzOBGnNfTtoZztLd4eiIw4sM,se,S.W.A.T.,1,S01E05,Series Other,svod
2018-10-01,20:21:23,androidxdk,20403704,orAqvu7sHE6c9F5vEHRpv_78Ug9lbQjH,dk,Family Guy,12,S12E02,Series Other,svod
2018-10-01,01:40:00,androiddash,20403719,oURJZlS_ccwB3OvSmTPcmo_j9Ir4E_Th,fi,Family Guy,12,S12E17,Series Other,svod
2018-10-01,15:48:03,samsung2012xdk,20403963,oURJZlS_ccwB3OvSmTPcmo_j9Ir4E_Th,fi,Family Guy,13,S13E02,Series Other,svod
2018-10-01,16:29:32,samsung2012xdk,20403965,oURJZlS_ccwB3OvSmTPcmo_j9Ir4E_Th,fi,Family Guy,13,S13E04,Series Other,svod
2018-10-01,14:51:47,ios,20526419,OyMQu8GRGSwm9A2oCwcCFbfDg6y9wRWY,dk,Unikitty!,1,S01E10,Series Kids,svod
2018-10-01,18:12:10,pcdash,20519544,qBQzmyB1bI_FtWSLKIApHRFUyxOTeV91,dk,Robinson Ekspeditionen,20,S20E06,Own Production,svod
2018-10-01,13:31:59,chromecast,20427896,tUu5QllGQh_oVruhnYlVKJWcvT8GCZlB,no,Angry Birds Blues,1,S01E07,Series Kids,svod
2018-10-01,13:59:18,chromecast,20427907,tUu5QllGQh_oVruhnYlVKJWcvT8GCZlB,no,Angry Birds Blues,1,S01E18,Series Kids,svod
2018-10-01,20:00:30,ios,20501982,__YdYE_RKx1xVnBWEeUZ1gDXbrDhzNrS,se,Paradise Hotel Sverige,9,S09E12,Own Production,svod
2018-10-01,16:05:16,ios,10049952,oGZ5BwdSr1uy_Chp6qkVP_eNa_PquA2U,dk,Nashville,3,S03E03,Series Other,svod
2018-10-01,16:54:05,samsung2014xdk,20507822,vrcgVjowsZbfDMDr8Xetdiasgujbvdz7,se,Adventures of Chuck & Friends,2,S02E07,Series Kids,svod
2018-10-01,15:28:22,atv,20501972,irec5GfZyyU9UrpZyUAXIthrT7_EOdQl,se,Paradise Hotel Sverige,9,S09E02,Own Production,svod
2018-10-01,16:37:00,androiddash,20428515,511A3CDE730EAC06,fi,SpongeBob SquarePants,4,S04E01,Series Kids,svod
2018-10-01,06:07:08,samsung2016xdk,20523187,JdWNRwlCk33vulvvmgC2ZD_f_AoYawRf,dk,Fireman Sam,7,S07E02,Series Kids,svod
2018-10-01,14:37:14,atv,20494600,UnjJSzcXleC3uWK6ucGp__sVSDhP6P76,se,Parneviks,4,S04E02,Own Production,svod
2018-10-01,18:42:24,atv,20484762,sW_vL_9AZVpazFHTAXsx06BBOE88srVc,se,S.W.A.T.,1,S01E18,Series Other,svod
2018-10-01,16:14:12,chromecast,20523190,jmrJVx4jgwzZ3DAcqGADatIps2ppCTzz,se,Fireman Sam,7,S07E05,Series Kids,svod
2018-10-01,16:59:34,chromecast,20382884,EEF9F44D4D94632D,se,How I Met Your Mother,8,S08E14,Series Other,svod
2018-10-01,17:20:42,ios,20389113,D50GEMvdqJcqbjNY2ITajFhTfxN_xfnz,dk,The Haunted Hathaways,2,S02E16,Series Kids,svod
2018-10-01,19:59:10,atv,0213201810011900,B35F3D5DB74EEFAF,dk,150 Milligrams,"","",Other,svod
2018-10-01,10:52:58,atv,20287970,B35F3D5DB74EEFAF,dk,Sexy Business - Det frække Danmark,1,S01E01,Own Production,svod
2018-10-01,16:00:08,samsung2015xdk,20476363,AA7EC5B48B9E9DAC,dk,Paradise Hotel Danmark,14,S14E40,Own Production,svod
2018-10-01,12:45:11,samsung2012xdk,20293806,pVl6r2PCdWpnLVSPlxoeTHmB4esS5LWo,no,The Thundermans,1,S01E20,Series Kids,svod
2018-10-01,16:28:11,ios,20293596,r4E_eRwMiP2GiXy1fsi9IGDibBJ3N1K_,dk,Dora the Explorer,7,S07E11,Series Kids,svod
2018-10-01,16:59:03,lg2013xdk,20501971,4A25AB70698E6508,se,Paradise Hotel Sverige,9,S09E01,Own Production,svod
2018-10-01,11:12:15,atv,20470848,_7wYFU9573ZrdZY5E3OlJuHqzbf_f05g,se,The Good Doctor,1,S01E18,Series Other,svod
2018-10-01,22:31:08,chromecast,20509550,_7wYFU9573ZrdZY5E3OlJuHqzbf_f05g,se,The Cleveland Show,2,S02E10,Series Other,svod
2018-10-01,20:49:00,chromecast,20509545,_7wYFU9573ZrdZY5E3OlJuHqzbf_f05g,se,The Cleveland Show,2,S02E05,Series Other,svod
2018-10-01,23:32:26,chromecast,20509553,_7wYFU9573ZrdZY5E3OlJuHqzbf_f05g,se,The Cleveland Show,2,S02E13,Series Other,svod
2018-10-01,11:00:13,samsung2013xdk,V33150,AD34DDC2A4F9AADD,dk,Jessie,1,S01E07,Series Kids,svod
2018-10-01,21:23:50,pcdash,20347931,l1CVQs2DrvUZCmn3_5ZJUqKBkVkdKAnH,no,Blindspot,1,S01E06,Series Other,svod
2018-10-01,20:20:55,pcdash,20501983,1BfMFjEl0FkDG__2c5vF_PCpsD_5oMxJ,se,Paradise Hotel Sverige,9,S09E13,Own Production,svod
2018-10-01,11:09:34,pcdash,20506592,LE10nWmsj5u01AcuIMzOJHzO0Znzr05C,no,Animal Kingdom,3,S03E13,Series Other,svod
2018-10-01,15:10:52,atv,20444062,ik4Cz5rxHgFQ_euGwPDMf_arXv5Kmups,se,Ice Age: The Meltdown,"","",Movies Kids,svod
2018-10-01,10:14:19,ps4xdk,20401179,EdDuXmGfftUQLJ8f5XfvviK3zbTh_Fq3,fi,Prison Break,2,S02E15,Series Other,svod
2018-10-01,20:10:32,ps4xdk,20401185,EdDuXmGfftUQLJ8f5XfvviK3zbTh_Fq3,fi,Prison Break,2,S02E21,Series Other,svod
2018-10-01,07:13:02,atv,20453740,61C3C686D6C6224E,se,Om Nom Stories,4,S04E09,Series Kids,svod
2018-10-01,06:58:34,atv,20453734,61C3C686D6C6224E,se,Om Nom Stories,4,S04E03,Series Kids,svod
2018-10-01,07:27:37,atv,20453791,61C3C686D6C6224E,se,Om Nom Stories,5,S05E05,Series Kids,svod
2018-10-01,21:45:09,androiddash,20401473,nSOpoffR1uU_R5X5aZ6YUhO9bG6kcwfK,fi,White Collar,5,S05E12,Series Other,svod
2018-10-01,07:21:19,chromecast,20500324,ctgXpQuD3VNqHaTObE4NqK9jmIAhzZSA,se,Unga Mammor,4,S04E17,Own Production,svod
2018-10-01,12:33:01,pcdash,20519671,GEZE8fDueoGDUGrpr8mm1kH3bjn2ojhX,dk,Forsidefruer,4,S04E05,Own Production,svod
2018-10-01,17:26:25,androiddash,V45304,d30SvE8cshXQ9q3TTuKYKoKHGPy2fD8j,no,Bubble Guppies,1,S01E08,Series Kids,svod
2018-10-01,01:54:27,androiddash,20505413,sE5QF0PSBxI_2nlPXsyrjCoR6gRoH8IC,no,Love Island Norge,1,S01E31,Own Production,svod
2018-10-01,18:59:46,androiddash,20478547,Fz_0eF25_oT1heImcTHJKUpttlSSpKr5,no,Ninjago: Masters of Spinjitzu,4,S04E02,Series Kids,svod
2018-10-01,21:02:02,samsung2017xdk,V27326,akMs12dc6zmNSJfgUsjGpQXcsOJ8DPy8,dk,Scrubs,5,S05E21,Series Other,svod
2018-10-01,23:01:06,ios,20429471,eFAafqeaHR46jYllcgqrvdMk6cowZGhV,no,The Fosters,4,S04E10,Series Other,svod
2018-10-01,22:04:53,pchls,20455626,5D31158C8BD5310D,no,The Blacklist,5,S05E05,Series Other,svod
2018-10-01,15:14:04,atv,20274243,74C7CB9B90E86641,dk,PAW Patrol,2,S02E23,Series Kids,svod
2018-10-01,17:22:09,ios,20519544,l_hKGyCLyBy68P7_ofYBv71RVt36GFYU,dk,Robinson Ekspeditionen,20,S20E06,Own Production,svod
2018-10-01,05:42:24,lg2015xdk,V44550,2F5Jagzw3YIXxhkViGP0Yd8n1kfTAyKE,dk,Dora the Explorer,3,S03E21,Series Kids,svod
2018-10-01,20:26:06,pcdash,20519561,vF1_1FGZYz_PzftdcKpdQPffmvrhYfwQ,dk,Til Middag Hos,8,S08E09,Own Production,svod
2018-10-01,11:22:37,chromecast,20477260,8y15cD_0wkLPlzmA6rWgAbncd1gtU4vK,dk,What Happened to Monday,"","",Movies Other,svod
2018-10-01,19:30:21,atv,20444062,AtuxULDugn53I3UNJ4GCWbKx3DVJRB1x,no,Ice Age: The Meltdown,"","",Movies Kids,svod
2018-10-01,17:11:45,samsung2013xdk,V46432,9V71DvglC_gySAmDf5T5fMhdvQTzdAUu,se,iCarly,3,S03E04,Series Kids,svod
2018-10-01,15:02:53,ios,20501983,x9PsjQwbXPl_kJ7sxPpxK8Fu1I3m9lLx,se,Paradise Hotel Sverige,9,S09E13,Own Production,svod
2018-10-01,02:42:11,androiddash,V12265,4sAbsFGR3NB_pxSn6CJ_aMu2aQltyIl_,fi,Victorious,1,S01E05,Series Kids,svod
2018-10-01,16:59:09,samsung2017xdk,20263036,2p4VpkcxhW1XuA6Ry3sEqRDRpwGBFrlm,no,Vår tid är nu,1,S01E09,Series Other,svod
2018-10-01,17:30:09,androiddash,20472649,uht_lEkhsYuvAZPz0rVotv_iF0GN_BVB,se,Gekijouban Poketto monsutâ: Kimi ni kimeta!,"","",Movies Kids,svod
2018-10-01,16:50:09,lg2016xdk,20505391,_uOj__lBk8f5ygugYhfKP3wuR94dkyxE,no,Love Island Norge,1,S01E12,Own Production,svod
2018-10-01,19:26:48,pcdash,S23633,1WZcrrOjoocUQruCziE_PmefcVtd7b5Q,se,Svenska Hollywoodfruar,3,S03E01,Own Production,svod
2018-10-01,15:52:14,pcdashpr,20248485,rL8b57z9Ik0MLWBY2Fixfl2lFQyev40w,se,Blaze and the Monster Machines,1,S01E08,Series Kids,svod
2018-10-01,12:44:22,xboxonexdk,20497080,992DA8133D147A4E,se,Bones,12,S12E02,Series Other,svod
2018-10-01,17:34:24,xboxonexdk,20497087,992DA8133D147A4E,se,Bones,12,S12E09,Series Other,svod
2018-10-01,17:44:58,ios,20514852,TQoNxwlz2XZmp_QOlQRUWokMBNn__9a_,se,Ingen utan skuld,1,S01E04,Series Other,svod
2018-10-01,20:03:53,chromecast,20258398,9rOqEnRolLl8uhdwsZlHEUAsXRuqK57G,se,NCIS,13,S13E18,Series Other,svod
2018-10-01,13:00:54,chromecast,10049962,D63B7CDA60FB1FD6,se,Nashville,3,S03E13,Series Other,svod
2018-10-01,04:28:13,androiddash,10021522,RJcuni3_uiVqxSPq9C6SxwOEu4Ftm5pG,se,Vikings,3,S03E08,Series Other,svod
2018-10-01,19:00:41,pchls,S22821,DWkoHO9YdWnzE9RlqiWkLloIkRtJ4WCm,se,Seinfeld,7,S07E19,Series Other,svod
2018-10-01,16:10:59,samsung2017xdk,20537136,YCbmdNSc_AfzmhxFInEG6P3CU3wRgGUo,fi,KHL,2015,"",Sports,svod
2018-10-01,20:22:51,ps4xdk,20519544,9ADF4638E4F0AA03,dk,Robinson Ekspeditionen,20,S20E06,Own Production,svod
2018-10-01,16:27:34,pcdash,20273700,A88AC029C33E108E,fi,The X-Files,8,S08E12,Series Other,svod
2018-10-01,15:25:00,androiddash,V45251,F0nv0tOUK3Ku_xx6_iQ2o17IHWYnvvt3,no,Team Umizoomi,2,S02E15,Series Kids,svod
2018-10-01,13:52:39,pcdashpr,20507965,lmW1Nh0JnusTmWFOgfHsEtfv20YLMNtn,se,Svenska Hollywoodfruar,12,S12E02,Own Production,svod
2018-10-01,20:49:20,atv,20247751,0wcmyG7PSZNbuQmdfT747UsWlCgRTc7j,no,Outlander,1,S01E16,Series Other,svod
2018-10-01,00:28:15,ps4xdk,20353047,97DC4C82871E0943,no,South Park,20,S20E08,Series Other,svod
2018-10-01,21:33:20,ios,20386432,97DC4C82871E0943,no,Family Guy,7,S07E02,Series Other,svod
2018-10-01,12:42:39,atv,20501898,6CED90621A776111,dk,The Royals,4,S04E08,Series Other,svod
2018-10-01,06:13:40,ps4xdk,S18323,P3ZVr3P5E4ZumcIoRyWM_JfOoXrQqXu5,se,"Go, Diego! Go!",1,S01E10,Series Kids,svod
2018-10-01,18:22:10,ios,20400205,JodaTjPQKJlpCpj7UPMHtTYI_PYhXlgk,fi,My Name Is Earl,1,S01E12,Series Other,svod
2018-10-01,14:18:21,ios,20426581,IUsdNYZfj4n5VKrl_9YVTNy8Svw98zyJ,se,La la Land,"","",Movies Other,svod
